,Model,Target,Template,GDT_TS,GDT_HA,SeqLength,identity,positive,coverage,identity(-misres),positive(-misres),coverage(-misres),num_misres
9909,4C08_A_6CU3_A_3_1,4C08_A,6CU3_A_3,0.7131,0.5192,382,111,170,319,111,169,317,2
9910,4C08_A_5DST_A_2_1,4C08_A,5DST_A_2,0.7654,0.5831,382,114,181,335,113,177,324,11
9911,4C08_A_2FYT_A_3_5,4C08_A,2FYT_A_3,0.7569,0.5931,382,115,175,332,111,168,318,14
9912,4C08_A_3Q7E_A_2_4,4C08_A,3Q7E_A_2,0.7554,0.59,382,116,181,340,111,168,312,27
9913,4C08_A_4HC4_A_3_3,4C08_A,4HC4_A_3,0.9708,0.8692,382,337,350,378,307,318,328,49
9914,4C08_A_1ORI_A_2_4,4C08_A,1ORI_A_2,0.7531,0.5669,382,118,182,343,113,170,315,27
9915,4C08_A_5DST_A_1_4,4C08_A,5DST_A_1,0.7385,0.5715,382,114,178,313,111,172,304,8
9916,4C08_A_4Y2H_A_2_5,4C08_A,4Y2H_A_2,0.9562,0.8477,382,325,338,349,317,329,337,12
9917,4C08_A_3Q7E_A_3_3,4C08_A,3Q7E_A_3,0.7815,0.6085,382,118,184,349,113,172,321,27
9918,4C08_A_6CU3_A_3_3,4C08_A,6CU3_A_3,0.7146,0.5215,382,111,170,319,111,169,317,2
9919,4C08_A_4Y2H_A_1_4,4C08_A,4Y2H_A_1,0.9646,0.8615,382,325,338,350,317,329,337,13
9920,4C08_A_1ORH_A_2_1,4C08_A,1ORH_A_2,0.7538,0.5708,382,118,183,352,112,172,317,34
9921,4C08_A_1ORI_A_2_2,4C08_A,1ORI_A_2,0.7446,0.5631,382,118,182,343,113,170,315,27
9922,4C08_A_6CU3_A_3_2,4C08_A,6CU3_A_3,0.7154,0.5169,382,111,170,319,111,169,317,2
9923,4C08_A_1ORI_A_1_1,4C08_A,1ORI_A_1,0.7454,0.5669,382,116,177,329,113,170,308,21
9924,4C08_A_4X41_A_3_1,4C08_A,4X41_A_3,0.7708,0.5808,382,120,191,363,112,176,319,40
9925,4C08_A_4X41_A_3_2,4C08_A,4X41_A_3,0.7662,0.5777,382,120,191,363,112,176,319,40
9926,4C08_A_5DST_A_1_1,4C08_A,5DST_A_1,0.7323,0.5638,382,114,178,313,111,172,304,8
9927,4C08_A_1ORH_A_2_2,4C08_A,1ORH_A_2,0.7462,0.5608,382,118,183,352,112,172,317,34
9928,4C08_A_6NT2_A_3_4,4C08_A,6NT2_A_3,0.79,0.6231,382,120,186,353,116,178,338,14
9929,4C08_A_1OR8_A_3_2,4C08_A,1OR8_A_3,0.78,0.5977,382,119,184,349,114,172,321,27
9930,4C08_A_3Q7E_A_3_2,4C08_A,3Q7E_A_3,0.7769,0.5946,382,118,184,349,113,172,321,27
9931,4C08_A_5DST_A_2_3,4C08_A,5DST_A_2,0.7777,0.5992,382,114,181,335,113,177,324,11
9932,4C08_A_3Q7E_A_2_1,4C08_A,3Q7E_A_2,0.7615,0.5846,382,116,181,340,111,168,312,27
9933,4C08_A_5FUL_A_2_1,4C08_A,5FUL_A_2,0.7585,0.5692,382,130,188,350,124,181,324,22
9934,4C08_A_2FYT_A_3_1,4C08_A,2FYT_A_3,0.7569,0.5969,382,115,175,332,111,168,318,14
9935,4C3S_A_3K9D_A_1_3,4C3S_A,3K9D_A_1,0.7011,0.5098,445,127,214,410,127,214,410,0
9936,4C3S_A_3JZ4_A_3_1,4C3S_A,3JZ4_A_3,0.5741,0.3828,445,83,158,433,83,158,433,0
9937,4C3S_A_2D4E_A_2_4,4C3S_A,2D4E_A_2,0.5483,0.3546,445,88,169,426,88,169,426,0
9938,4C3S_A_2O2P_A_3_1,4C3S_A,2O2P_A_3,0.5793,0.381,445,90,168,435,90,168,435,0
9939,4C3S_A_1O9J_A_2_4,4C3S_A,1O9J_A_2,0.5155,0.3224,445,90,159,431,90,159,431,0
9940,4C3S_A_4GO4_A_3_2,4C3S_A,4GO4_A_3,0.5563,0.3632,445,83,158,435,83,158,435,0
9941,4C3S_A_5JFL_A_1_4,4C3S_A,5JFL_A_1,0.9023,0.7448,445,236,315,433,236,315,433,0
9942,4C3S_A_1A4S_A_3_5,4C3S_A,1A4S_A_3,0.5431,0.3529,445,66,151,425,66,151,425,0
9943,4C3S_A_2O2P_A_3_3,4C3S_A,2O2P_A_3,0.5667,0.3736,445,90,168,435,90,168,435,0
9944,4C3S_A_4I8P_A_2_3,4C3S_A,4I8P_A_2,0.4684,0.308,445,85,142,384,85,142,384,0
9945,4C3S_A_7DAG_A_1_2,4C3S_A,7DAG_A_1,0.6006,0.3977,445,128,214,384,128,214,384,0
9946,4C3S_A_1CW3_A_2_3,4C3S_A,1CW3_A_2,0.5437,0.3517,445,87,160,431,87,160,431,0
9947,4C3S_A_1A4Z_A_2_1,4C3S_A,1A4Z_A_2,0.5483,0.3603,445,83,155,427,83,155,427,0
9948,4C3S_A_7DAG_A_1_1,4C3S_A,7DAG_A_1,0.5816,0.381,445,128,214,384,128,214,384,0
9949,4C3S_A_4PXL_B_2_3,4C3S_A,4PXL_B_2,0.5579999999999999,0.381,445,89,162,426,89,162,426,0
9950,4C3S_A_1A4S_A_3_1,4C3S_A,1A4S_A_3,0.5575,0.3695,445,66,151,425,66,151,425,0
9951,4C3S_A_1A4Z_A_2_2,4C3S_A,1A4Z_A_2,0.5448,0.354,445,83,155,427,83,155,427,0
9952,4C3S_A_4KNA_A_1_1,4C3S_A,4KNA_A_1,0.4586,0.2822,445,100,167,395,100,167,395,0
9953,4C3S_A_2O2P_A_3_5,4C3S_A,2O2P_A_3,0.5621,0.3667,445,90,168,435,90,168,435,0
9954,4C3S_A_1A4S_A_3_2,4C3S_A,1A4S_A_3,0.5701,0.377,445,66,151,425,66,151,425,0
9955,4C3S_A_6VWF_A_3_5,4C3S_A,6VWF_A_3,0.5075,0.327,445,69,146,435,63,134,435,44
9956,4C3S_A_3IWK_A_2_2,4C3S_A,3IWK_A_2,0.5006,0.3207,445,91,165,406,91,165,406,0
9957,4C3S_A_6VWF_A_3_1,4C3S_A,6VWF_A_3,0.5092,0.3276,445,69,146,435,63,134,435,44
9958,4C3S_A_4QJE_B_3_2,4C3S_A,4QJE_B_3,0.5184,0.3253,445,77,152,436,77,152,436,0
9959,4C3S_A_1O9J_A_2_1,4C3S_A,1O9J_A_2,0.5236,0.3276,445,90,159,431,90,159,431,0
9960,4C3S_A_4PZ2_A_2_5,4C3S_A,4PZ2_A_2,0.5477,0.3724,445,78,163,426,78,163,426,2
9961,4C3S_A_3IWJ_A_2_5,4C3S_A,3IWJ_A_2,0.4954,0.3126,445,94,161,420,94,161,420,0
9962,4C3S_A_4PZ2_A_2_3,4C3S_A,4PZ2_A_2,0.5511,0.3793,445,78,163,426,78,163,426,2
9963,4C3S_A_5GT6_A_3_2,4C3S_A,5GT6_A_3,0.542,0.3466,445,80,164,434,80,164,434,0
9964,4C3S_A_4QYJ_A_3_5,4C3S_A,4QYJ_A_3,0.5236,0.3351,445,84,155,433,84,155,433,0
9965,4C3S_A_4KNA_A_1_5,4C3S_A,4KNA_A_1,0.4615,0.2874,445,100,167,395,100,167,395,0
9966,4C3S_A_3K9D_A_1_4,4C3S_A,3K9D_A_1,0.6971,0.5011,445,127,214,410,127,214,410,0
9967,4C3S_A_1BI9_A_2_3,4C3S_A,1BI9_A_2,0.5126,0.3213,445,90,160,431,86,155,431,21
9968,4C3S_A_1CW3_A_2_1,4C3S_A,1CW3_A_2,0.5466,0.3517,445,87,160,431,87,160,431,0
9969,4C3S_A_3MY7_A_1_2,4C3S_A,3MY7_A_1,0.6023,0.4023,445,128,211,384,124,207,384,19
9970,4C3S_A_4GO4_A_3_5,4C3S_A,4GO4_A_3,0.5638,0.3759,445,83,158,435,83,158,435,0
9971,4C3S_A_4PZ2_A_2_4,4C3S_A,4PZ2_A_2,0.5506,0.381,445,78,163,426,78,163,426,2
9972,4C3S_A_3MY7_A_1_1,4C3S_A,3MY7_A_1,0.6149,0.4144,445,128,211,384,124,207,384,19
9973,4C3S_A_3JZ4_A_3_3,4C3S_A,3JZ4_A_3,0.5661,0.3805,445,83,158,433,83,158,433,0
9974,4C3S_A_4O6R_A_3_2,4C3S_A,4O6R_A_3,0.5397,0.3477,445,87,157,440,87,157,440,0
9975,4C3S_A_4QYJ_A_3_2,4C3S_A,4QYJ_A_3,0.5184,0.3293,445,84,155,433,84,155,433,0
9976,4C3S_A_4O6R_A_3_3,4C3S_A,4O6R_A_3,0.5454,0.3454,445,87,157,440,87,157,440,0
9977,4C3S_A_4I8P_A_2_5,4C3S_A,4I8P_A_2,0.4563,0.2948,445,85,142,384,85,142,384,0
9978,4C3S_A_3PRL_A_1_3,4C3S_A,3PRL_A_1,0.4293,0.2707,445,102,175,383,102,175,383,0
9979,4C3S_A_2WME_A_3_5,4C3S_A,2WME_A_3,0.5557,0.3672,445,80,161,435,80,161,435,0
9980,4C3S_A_5GT6_A_3_4,4C3S_A,5GT6_A_3,0.5351,0.3351,445,80,164,434,80,164,434,0
9981,4C3S_A_3IWK_A_2_5,4C3S_A,3IWK_A_2,0.4971,0.3229999999999999,445,91,165,406,91,165,406,0
9982,4C3S_A_2WME_A_3_2,4C3S_A,2WME_A_3,0.5805,0.3851,445,80,161,435,80,161,435,0
9983,4C3S_A_2WME_A_3_1,4C3S_A,2WME_A_3,0.5753,0.3747,445,80,161,435,80,161,435,0
9984,4C3S_A_3IWJ_A_2_2,4C3S_A,3IWJ_A_2,0.5017,0.3184,445,94,161,420,94,161,420,0
9985,4C3S_A_4PXL_B_2_4,4C3S_A,4PXL_B_2,0.55,0.3747,445,89,162,426,89,162,426,0
9986,4C3S_A_3PRL_A_1_2,4C3S_A,3PRL_A_1,0.4379,0.2805,445,102,175,383,102,175,383,0
9987,4C3S_A_5JFL_A_1_5,4C3S_A,5JFL_A_1,0.9006,0.7489,445,236,315,433,236,315,433,0
9988,4C3S_A_4PXL_B_2_1,4C3S_A,4PXL_B_2,0.5586,0.3828,445,89,162,426,89,162,426,0
9989,4C3S_A_7DAG_A_1_3,4C3S_A,7DAG_A_1,0.5787,0.3776,445,128,214,384,128,214,384,0
9990,4C3S_A_3IWJ_A_2_1,4C3S_A,3IWJ_A_2,0.4971,0.3161,445,94,161,420,94,161,420,0
9991,4C3S_A_3K9D_A_1_5,4C3S_A,3K9D_A_1,0.6908,0.4954,445,127,214,410,127,214,410,0
9992,4C3S_A_1A4Z_A_2_5,4C3S_A,1A4Z_A_2,0.5345,0.3466,445,83,155,427,83,155,427,0
9993,4C3S_A_1CW3_A_2_2,4C3S_A,1CW3_A_2,0.5517,0.3621,445,87,160,431,87,160,431,0
9994,4C3S_A_4I8P_A_2_1,4C3S_A,4I8P_A_2,0.4632,0.3017,445,85,142,384,85,142,384,0
9995,4C3S_A_1O9J_A_2_3,4C3S_A,1O9J_A_2,0.5236,0.3276,445,90,159,431,90,159,431,0
9996,4C3S_A_3IWK_A_2_3,4C3S_A,3IWK_A_2,0.4971,0.3247,445,91,165,406,91,165,406,0
9997,4C3S_A_1A4S_A_3_3,4C3S_A,1A4S_A_3,0.5615,0.3667,445,66,151,425,66,151,425,0
9998,4C3S_A_2O2P_A_3_2,4C3S_A,2O2P_A_3,0.5632,0.369,445,90,168,435,90,168,435,0
9999,4C3S_A_4KNA_A_1_2,4C3S_A,4KNA_A_1,0.4638,0.2885,445,100,167,395,100,167,395,0
10000,4C3S_A_5GT6_A_3_1,4C3S_A,5GT6_A_3,0.5339,0.3379,445,80,164,434,80,164,434,0
10001,4C3S_A_2WME_A_3_3,4C3S_A,2WME_A_3,0.5539999999999999,0.3598,445,80,161,435,80,161,435,0
10002,4C3S_A_4QJE_B_3_5,4C3S_A,4QJE_B_3,0.5069,0.3178,445,77,152,436,77,152,436,0
10003,4C3S_A_3MY7_A_1_3,4C3S_A,3MY7_A_1,0.642,0.4425,445,128,211,384,124,207,384,19
10004,4C3S_A_4GO4_A_3_1,4C3S_A,4GO4_A_3,0.5586,0.3655,445,83,158,435,83,158,435,0
10005,4C3S_A_4O6R_A_3_5,4C3S_A,4O6R_A_3,0.5431,0.3408,445,87,157,440,87,157,440,0
10006,4C3S_A_4QJE_B_3_4,4C3S_A,4QJE_B_3,0.5029,0.3161,445,77,152,436,77,152,436,0
10007,4C3S_A_1BI9_A_2_4,4C3S_A,1BI9_A_2,0.5253,0.3351,445,90,160,431,86,155,431,21
10008,4C3S_A_7DAG_A_1_5,4C3S_A,7DAG_A_1,0.6144,0.4115,445,128,214,384,128,214,384,0
10009,4C3S_A_3IWJ_A_2_3,4C3S_A,3IWJ_A_2,0.4937,0.3121,445,94,161,420,94,161,420,0
10010,4C3S_A_3JZ4_A_3_2,4C3S_A,3JZ4_A_3,0.5822,0.3908,445,83,158,433,83,158,433,0
10011,4C3S_A_4PZ2_A_2_1,4C3S_A,4PZ2_A_2,0.5615,0.3851,445,78,163,426,78,163,426,2
10012,4C3S_A_2O2P_A_3_4,4C3S_A,2O2P_A_3,0.5579999999999999,0.3678,445,90,168,435,90,168,435,0
10013,4C3S_A_5JFL_A_1_2,4C3S_A,5JFL_A_1,0.9229999999999999,0.7713,445,236,315,433,236,315,433,0
10014,4C3S_A_3JZ4_A_3_5,4C3S_A,3JZ4_A_3,0.5632,0.3649,445,83,158,433,83,158,433,0
10015,4C3S_A_3JZ4_A_3_4,4C3S_A,3JZ4_A_3,0.5701,0.3793,445,83,158,433,83,158,433,0
10016,4C3S_A_5JFL_A_1_1,4C3S_A,5JFL_A_1,0.9161,0.7713,445,236,315,433,236,315,433,0
10017,4C3S_A_1A4S_A_3_4,4C3S_A,1A4S_A_3,0.5471,0.3592,445,66,151,425,66,151,425,0
10018,4C3S_A_4KNA_A_1_4,4C3S_A,4KNA_A_1,0.4741,0.29600000000000004,445,100,167,395,100,167,395,0
10019,4C3S_A_4QYJ_A_3_1,4C3S_A,4QYJ_A_3,0.5282,0.3368,445,84,155,433,84,155,433,0
10020,4C3S_A_6S6W_A_2_4,4C3S_A,6S6W_A_2,0.5592,0.373,445,98,172,431,95,168,431,10
10021,4C3S_A_5FHZ_A_3_3,4C3S_A,5FHZ_A_3,0.5477,0.3529,445,97,170,435,97,170,435,0
10022,4C3S_A_5JFN_A_1_2,4C3S_A,5JFN_A_1,0.9103,0.7425,445,236,315,433,235,314,433,2
10023,4C3S_A_4X2Q_A_3_1,4C3S_A,4X2Q_A_3,0.5339,0.3408,445,87,156,435,83,151,435,21
10024,4C3S_A_4WB9_A_2_5,4C3S_A,4WB9_A_2,0.5264,0.3293,445,96,165,431,96,165,431,0
10025,4C3S_A_5ABM_A_3_2,4C3S_A,5ABM_A_3,0.5368,0.3408,445,92,165,438,92,165,438,0
10026,4C3S_A_1BXS_A_2_4,4C3S_A,1BXS_A_2,0.5029,0.3155,445,97,167,431,97,167,431,0
10027,4C3S_A_4X2Q_A_3_4,4C3S_A,4X2Q_A_3,0.5103,0.3167,445,87,156,435,83,151,435,21
10028,4C3S_A_5ABM_A_3_3,4C3S_A,5ABM_A_3,0.5328,0.3362,445,92,165,438,92,165,438,0
10029,4C3S_A_1BXS_A_3_2,4C3S_A,1BXS_A_3,0.5374,0.3379,445,92,165,438,92,165,438,0
10030,4C3S_A_1BXS_A_2_5,4C3S_A,1BXS_A_2,0.5184,0.3241,445,97,167,431,97,167,431,0
10031,4C3S_A_5JFN_A_1_5,4C3S_A,5JFN_A_1,0.9144,0.7443,445,236,315,433,235,314,433,2
10032,4C3S_A_4WB9_A_3_4,4C3S_A,4WB9_A_3,0.5259,0.3339,445,93,165,438,93,165,438,0
10033,4C3S_A_6GVS_A_1_1,4C3S_A,6GVS_A_1,0.9029,0.7523,445,233,310,433,233,310,433,0
10034,4C3S_A_6GVS_A_1_2,4C3S_A,6GVS_A_1,0.9172,0.7672,445,233,310,433,233,310,433,0
10035,4C3S_A_6GVS_A_1_3,4C3S_A,6GVS_A_1,0.904,0.7529,445,233,310,433,233,310,433,0
10036,4C3S_A_4WJ9_A_2_1,4C3S_A,4WJ9_A_2,0.5172,0.3213,445,96,165,431,96,165,431,0
10037,4C3S_A_4WB9_A_3_3,4C3S_A,4WB9_A_3,0.5328,0.3362,445,93,165,438,93,165,438,0
10038,4C3S_A_5L2M_A_3_2,4C3S_A,5L2M_A_3,0.5184,0.3236,445,92,164,438,92,164,438,1
10039,4C3S_A_6TE5_A_3_5,4C3S_A,6TE5_A_3,0.5552,0.3534,445,97,170,435,97,170,435,0
10040,4C3S_A_4X2Q_A_3_3,4C3S_A,4X2Q_A_3,0.5138,0.3195,445,87,156,435,83,151,435,21
10041,4C3S_A_5FHZ_A_2_5,4C3S_A,5FHZ_A_2,0.5799,0.3908,445,98,172,431,98,172,431,0
10042,4C3S_A_6ALJ_A_2_1,4C3S_A,6ALJ_A_2,0.5126,0.3213,445,90,159,431,90,159,431,0
10043,4C3S_A_5FHZ_A_3_5,4C3S_A,5FHZ_A_3,0.5598,0.3621,445,97,170,435,97,170,435,0
10044,4C3S_A_6TE5_A_3_2,4C3S_A,6TE5_A_3,0.5408,0.3425,445,97,170,435,97,170,435,0
10045,4C3S_A_5L2M_A_2_5,4C3S_A,5L2M_A_2,0.5121,0.3149,445,95,164,431,95,164,431,1
10046,4C3S_A_5FHZ_A_2_2,4C3S_A,5FHZ_A_2,0.5638,0.3747,445,98,172,431,98,172,431,0
10047,4C3S_A_4WJ9_A_3_1,4C3S_A,4WJ9_A_3,0.5299,0.331,445,93,165,438,93,165,438,0
10048,4C3S_A_6ALJ_A_2_5,4C3S_A,6ALJ_A_2,0.5138,0.3236,445,90,159,431,90,159,431,0
10049,4C3S_A_6ALJ_A_3_2,4C3S_A,6ALJ_A_3,0.5328,0.3345,445,87,156,435,87,156,435,0
10050,4C3S_A_5FHZ_A_2_1,4C3S_A,5FHZ_A_2,0.5764,0.3862,445,98,172,431,98,172,431,0
10051,4C3S_A_6S6W_A_2_1,4C3S_A,6S6W_A_2,0.5931,0.4023,445,98,172,431,95,168,431,10
10052,4C3S_A_6ALJ_A_2_2,4C3S_A,6ALJ_A_2,0.5379,0.3489,445,90,159,431,90,159,431,0
10053,4C3S_A_4WB9_A_2_2,4C3S_A,4WB9_A_2,0.5155,0.3195,445,96,165,431,96,165,431,0
10054,4C3S_A_4WJ9_A_2_2,4C3S_A,4WJ9_A_2,0.5155,0.3241,445,96,165,431,96,165,431,0
10055,4C3S_A_1BXS_A_3_5,4C3S_A,1BXS_A_3,0.5293,0.3322,445,92,165,438,92,165,438,0
10056,4C3S_A_1BXS_A_3_3,4C3S_A,1BXS_A_3,0.527,0.3282,445,92,165,438,92,165,438,0
10057,4C3S_A_5JFN_A_1_1,4C3S_A,5JFN_A_1,0.9063,0.7397,445,236,315,433,235,314,433,2
10058,4C3S_A_4WJ9_A_3_2,4C3S_A,4WJ9_A_3,0.5328,0.3379,445,93,165,438,93,165,438,0
10059,4C3S_A_5FHZ_A_2_3,4C3S_A,5FHZ_A_2,0.569,0.3787,445,98,172,431,98,172,431,0
10060,4C3S_A_6S6W_A_3_4,4C3S_A,6S6W_A_3,0.5155,0.3276,445,97,170,435,94,166,435,10
10061,4C3S_A_5ABM_A_2_4,4C3S_A,5ABM_A_2,0.531,0.3339,445,97,167,431,97,167,431,0
10062,4C3S_A_1BXS_A_3_4,4C3S_A,1BXS_A_3,0.5241,0.3339,445,92,165,438,92,165,438,0
10063,4C3S_A_1BXS_A_3_1,4C3S_A,1BXS_A_3,0.523,0.3282,445,92,165,438,92,165,438,0
10064,4C3S_A_6TE5_A_2_3,4C3S_A,6TE5_A_2,0.5661,0.3655,445,97,172,431,97,172,431,0
10065,4C3S_A_6S6W_A_3_5,4C3S_A,6S6W_A_3,0.5437,0.3448,445,97,170,435,94,166,435,10
10066,4C3S_A_4X2Q_A_3_2,4C3S_A,4X2Q_A_3,0.5299,0.3333,445,87,156,435,83,151,435,21
10067,4C3S_A_5L2M_A_2_2,4C3S_A,5L2M_A_2,0.5126,0.3229999999999999,445,95,164,431,95,164,431,1
10068,4C3S_A_5L2M_A_2_1,4C3S_A,5L2M_A_2,0.5178,0.3247,445,95,164,431,95,164,431,1
10069,4C3S_A_6S6W_A_2_2,4C3S_A,6S6W_A_2,0.5718,0.3833,445,98,172,431,95,168,431,10
10070,4C3S_A_5ABM_A_2_1,4C3S_A,5ABM_A_2,0.5161,0.3213,445,97,167,431,97,167,431,0
10071,4C3S_A_6ALJ_A_2_3,4C3S_A,6ALJ_A_2,0.5195,0.327,445,90,159,431,90,159,431,0
10072,4C3S_A_4WJ9_A_2_5,4C3S_A,4WJ9_A_2,0.5178,0.3207,445,96,165,431,96,165,431,0
10073,4C3S_A_6S6W_A_2_5,4C3S_A,6S6W_A_2,0.5724,0.3851,445,98,172,431,95,168,431,10
10074,4C3S_A_5L2M_A_2_4,4C3S_A,5L2M_A_2,0.5178,0.3213,445,95,164,431,95,164,431,1
10075,4C3S_A_6TE5_A_3_1,4C3S_A,6TE5_A_3,0.55,0.3511,445,97,170,435,97,170,435,0
10076,4C3S_A_4WB9_A_3_1,4C3S_A,4WB9_A_3,0.5299,0.331,445,93,165,438,93,165,438,0
10077,4C3S_A_5FHZ_A_3_2,4C3S_A,5FHZ_A_3,0.5534,0.3511,445,97,170,435,97,170,435,0
10078,4C3S_A_6S6W_A_2_3,4C3S_A,6S6W_A_2,0.5776,0.3879,445,98,172,431,95,168,431,10
10079,4C3S_A_6TE5_A_2_1,4C3S_A,6TE5_A_2,0.5579999999999999,0.3592,445,97,172,431,97,172,431,0
10080,4C3S_A_5FHZ_A_3_4,4C3S_A,5FHZ_A_3,0.5437,0.3552,445,97,170,435,97,170,435,0
10081,4C3S_A_6S6W_A_3_2,4C3S_A,6S6W_A_3,0.5333,0.3374,445,97,170,435,94,166,435,10
10082,4C3S_A_5L2M_A_3_1,4C3S_A,5L2M_A_3,0.5201,0.3213,445,92,164,438,92,164,438,1
10083,4C3S_A_5FHZ_A_3_1,4C3S_A,5FHZ_A_3,0.5557,0.3615,445,97,170,435,97,170,435,0
10084,4C3S_A_5JFN_A_1_4,4C3S_A,5JFN_A_1,0.9247,0.7557,445,236,315,433,235,314,433,2
10085,4CFS_A_2XUA_A_2_2,4CFS_A,2XUA_A_2,0.4496,0.294,287,38,67,189,38,67,189,6
10086,4CFS_A_1Y37_A_2_5,4CFS_A,1Y37_A_2,0.4982,0.2793,287,60,107,274,59,106,273,1
10087,4CFS_A_6Y9G_A_3_1,4CFS_A,6Y9G_A_3,0.5412,0.3205,287,46,92,267,46,91,267,2
10088,4CFS_A_5UXZ_A_3_1,4CFS_A,5UXZ_A_3,0.4973,0.3123,287,51,88,266,51,88,266,0
10089,4CFS_A_3E3A_A_3_1,4CFS_A,3E3A_A_3,0.4762,0.272,287,44,95,282,44,93,278,4
10090,4CFS_A_6RB3_A_1_5,4CFS_A,6RB3_A_1,0.8443,0.6685,287,104,150,255,103,149,254,1
10091,4CFS_A_4O08_A_2_4,4CFS_A,4O08_A_2,0.4167,0.2573,287,57,109,279,52,103,265,18
10092,4CFS_A_6I5E_A_3_5,4CFS_A,6I5E_A_3,0.4487,0.2756,287,45,95,279,44,92,268,11
10093,4CFS_A_3IBT_A_1_1,4CFS_A,3IBT_A_1,0.8425,0.6401,287,96,134,264,95,133,263,6
10094,4CFS_A_4O08_A_2_3,4CFS_A,4O08_A_2,0.4121,0.2518,287,57,109,279,52,103,265,18
10095,4CFS_A_1CQW_A_3_3,4CFS_A,1CQW_A_3,0.5366,0.3288,287,49,87,269,48,86,268,1
10096,4CFS_A_4HRX_A_3_5,4CFS_A,4HRX_A_3,0.4423,0.2729,287,43,83,254,43,83,254,0
10097,4CFS_A_6Y9G_A_3_4,4CFS_A,6Y9G_A_3,0.5394,0.3223,287,46,92,267,46,91,267,2
10098,4CFS_A_6Y9F_A_3_3,4CFS_A,6Y9F_A_3,0.5467,0.3352,287,54,91,262,54,91,262,0
10099,4CFS_A_6I5E_A_3_2,4CFS_A,6I5E_A_3,0.4432,0.2711,287,45,95,279,44,92,268,11
10100,4CFS_A_1CQW_A_3_2,4CFS_A,1CQW_A_3,0.5385,0.3333,287,49,87,269,48,86,268,1
10101,4CFS_A_3E3A_A_3_4,4CFS_A,3E3A_A_3,0.4762,0.2738,287,44,95,282,44,93,278,4
10102,4CFS_A_6Y9F_A_3_2,4CFS_A,6Y9F_A_3,0.5429999999999999,0.3352,287,54,91,262,54,91,262,0
10103,4CFS_A_5MXP_A_3_4,4CFS_A,5MXP_A_3,0.5082,0.3059,287,46,97,264,46,97,264,0
10104,4CFS_A_6SP5_A_3_3,4CFS_A,6SP5_A_3,0.5311,0.3233,287,50,90,266,50,90,266,0
10105,4CFS_A_3U1T_A_2_3,4CFS_A,3U1T_A_2,0.4634,0.2674,287,47,89,253,47,89,253,11
10106,4CFS_A_2WJ3_A_1_3,4CFS_A,2WJ3_A_1,1.0,0.9982,287,272,272,274,272,272,273,1
10107,4CFS_A_6SP5_A_3_4,4CFS_A,6SP5_A_3,0.5357,0.3288,287,50,90,266,50,90,266,0
10108,4CFS_A_3IBT_A_1_4,4CFS_A,3IBT_A_1,0.8388,0.6383,287,96,134,264,95,133,263,6
10109,4CFS_A_4RNC_A_2_1,4CFS_A,4RNC_A_2,0.4982,0.293,287,55,104,273,53,102,269,4
10110,4CFS_A_6Y9F_A_3_4,4CFS_A,6Y9F_A_3,0.5375,0.3297,287,54,91,262,54,91,262,0
10111,4CFS_A_1Y37_A_2_2,4CFS_A,1Y37_A_2,0.4973,0.2756,287,60,107,274,59,106,273,1
10112,4CFS_A_3U1T_A_2_5,4CFS_A,3U1T_A_2,0.4615,0.2711,287,47,89,253,47,89,253,11
10113,4CFS_A_6RB3_A_1_2,4CFS_A,6RB3_A_1,0.8452,0.674,287,104,150,255,103,149,254,1
10114,4CFS_A_6I5E_A_3_4,4CFS_A,6I5E_A_3,0.4579,0.2839,287,45,95,279,44,92,268,11
10115,4CFS_A_1Y37_A_2_4,4CFS_A,1Y37_A_2,0.5037,0.2802,287,60,107,274,59,106,273,1
10116,4CFS_A_2XUA_A_2_1,4CFS_A,2XUA_A_2,0.4579,0.3013,287,38,67,189,38,67,189,6
10117,4CFS_A_1Y37_A_2_3,4CFS_A,1Y37_A_2,0.5046,0.28300000000000003,287,60,107,274,59,106,273,1
10118,4CFS_A_6RB3_A_1_3,4CFS_A,6RB3_A_1,0.8434,0.6722,287,104,150,255,103,149,254,1
10119,4CFS_A_6SP5_A_3_1,4CFS_A,6SP5_A_3,0.5403,0.3306,287,50,90,266,50,90,266,0
10120,4CFS_A_1Y37_A_2_1,4CFS_A,1Y37_A_2,0.4991,0.2802,287,60,107,274,59,106,273,1
10121,4CFS_A_4O08_A_2_2,4CFS_A,4O08_A_2,0.4176,0.2582,287,57,109,279,52,103,265,18
10122,4CFS_A_2XUA_A_2_4,4CFS_A,2XUA_A_2,0.4625,0.3077,287,38,67,189,38,67,189,6
10123,4CFS_A_5MXP_A_3_5,4CFS_A,5MXP_A_3,0.5082,0.3068,287,46,97,264,46,97,264,0
10124,4CFS_A_6Y9G_A_3_5,4CFS_A,6Y9G_A_3,0.5247,0.3123,287,46,92,267,46,91,267,2
10125,4CFS_A_6Y9E_A_3_5,4CFS_A,6Y9E_A_3,0.5366,0.3269,287,52,97,275,51,96,270,5
10126,4CFS_A_2WJ3_A_1_5,4CFS_A,2WJ3_A_1,1.0,0.9973,287,272,272,274,272,272,273,1
10127,4CFS_A_3E3A_A_3_5,4CFS_A,3E3A_A_3,0.4853,0.2802,287,44,95,282,44,93,278,4
10128,4CFS_A_3U1T_A_2_1,4CFS_A,3U1T_A_2,0.4689,0.2839,287,47,89,253,47,89,253,11
